Country,Date,Cases,Deaths
United Kingdom,12/8/2015,1,0
Nigeria,12/8/2015,20,8
United States of America,12/8/2015,4,1
Italy,12/8/2015,1,0
Mali,12/8/2015,8,6
Liberia,12/8/2015,10666,4806
Senegal,12/8/2015,1,0
Guinea,12/8/2015,3787,2524
Sierra Leone,12/8/2015,13470,3951
Senegal,13/8/2015,1,0
Guinea,13/8/2015,3792,2524
Sierra Leone,13/8/2015,13484,3951
Italy,13/8/2015,1,0
Spain,13/8/2015,1,0
United Kingdom,13/8/2015,1,0
Mali,13/8/2015,8,6
United States of America,13/8/2015,4,1
Nigeria,13/8/2015,20,8
Liberia,13/8/2015,6,2
Liberia,13/8/2015,10666,4806
Senegal,14/8/2015,1,0
Mali,14/8/2015,8,6
Spain,14/8/2015,1,0
Nigeria,14/8/2015,20,8
United States of America,14/8/2015,4,1
Italy,14/8/2015,1,0
Guinea,14/8/2015,3791,2524
Sierra Leone,14/8/2015,13485,3952
Liberia,14/8/2015,6,2
Liberia,14/8/2015,10666,4806
United Kingdom,14/8/2015,1,0
Guinea,17/8/2015,3790,2524
Senegal,17/8/2015,1,0
Liberia,17/8/2015,6,2
Spain,17/8/2015,1,0
Sierra Leone,17/8/2015,13489,3952
Italy,17/8/2015,1,0
United States of America,17/8/2015,4,1
Nigeria,17/8/2015,20,8
Liberia,17/8/2015,10666,4806
Mali,17/8/2015,8,6
United Kingdom,17/8/2015,1,0
United Kingdom,18/8/2015,1,0
Spain,18/8/2015,1,0
Sierra Leone,18/8/2015,13494,3952
Italy,18/8/2015,1,0
Liberia,18/8/2015,10666,4806
Guinea,18/8/2015,3786,2524
United States of America,18/8/2015,4,1
Senegal,18/8/2015,1,0
Nigeria,18/8/2015,20,8
Liberia,18/8/2015,6,2
Mali,18/8/2015,8,6
Liberia,19/8/2015,6,2
Italy,19/8/2015,1,0
Senegal,19/8/2015,1,0
Nigeria,19/8/2015,20,8
Spain,19/8/2015,1,0
Guinea,19/8/2015,3786,2524
United Kingdom,19/8/2015,1,0
Mali,19/8/2015,8,6
Sierra Leone,19/8/2015,13494,3952
Liberia,19/8/2015,10666,4806
United States of America,19/8/2015,4,1
Senegal,20/8/2015,1,0
Guinea,20/8/2015,3792,2526
Liberia,20/8/2015,10666,4806
Spain,20/8/2015,1,0
Mali,20/8/2015,8,6
Nigeria,20/8/2015,20,8
United Kingdom,20/8/2015,1,0
Italy,20/8/2015,1,0
Sierra Leone,20/8/2015,13518,3952
United States of America,20/8/2015,4,1
Liberia,20/8/2015,6,2
Senegal,21/8/2015,1,0
Italy,21/8/2015,1,0
Liberia,21/8/2015,6,2
Spain,21/8/2015,1,0
United States of America,21/8/2015,4,1
Guinea,21/8/2015,3795,2526
Liberia,21/8/2015,10666,4806
Nigeria,21/8/2015,20,8
Mali,21/8/2015,8,6
Sierra Leone,21/8/2015,13533,3952
United Kingdom,21/8/2015,1,0
Liberia,24/8/2015,6,2
Senegal,24/8/2015,1,0
Guinea,24/8/2015,3790,2527
United Kingdom,24/8/2015,1,0
Mali,24/8/2015,8,6
Spain,24/8/2015,1,0
Nigeria,24/8/2015,20,8
Italy,24/8/2015,1,0
United States of America,24/8/2015,4,1
Liberia,24/8/2015,10666,4806
Sierra Leone,24/8/2015,13538,3952
Italy,25/8/2015,1,0
Senegal,25/8/2015,1,0
United States of America,25/8/2015,4,1
Liberia,25/8/2015,10666,4806
Liberia,25/8/2015,6,2
Spain,25/8/2015,1,0
Sierra Leone,25/8/2015,13541,3952
Mali,25/8/2015,8,6
Nigeria,25/8/2015,20,8
Guinea,25/8/2015,3792,2527
United Kingdom,25/8/2015,1,0
Liberia,26/8/2015,6,2
Mali,26/8/2015,8,6
United States of America,26/8/2015,4,1
Italy,26/8/2015,1,0
Nigeria,26/8/2015,20,8
Sierra Leone,26/8/2015,13541,3952
Spain,26/8/2015,1,0
Guinea,26/8/2015,3792,2527
United Kingdom,26/8/2015,1,0
Senegal,26/8/2015,1,0
Liberia,26/8/2015,10666,4806
Liberia,27/8/2015,6,2
Mali,27/8/2015,8,6
Nigeria,27/8/2015,20,8
Guinea,27/8/2015,3797,2528
Italy,27/8/2015,1,0
Spain,27/8/2015,1,0
Sierra Leone,27/8/2015,13582,3952
Liberia,27/8/2015,10666,4806
United Kingdom,27/8/2015,1,0
Senegal,27/8/2015,1,0
United States of America,27/8/2015,4,1
Liberia,28/8/2015,10666,4806
Mali,28/8/2015,8,6
United States of America,28/8/2015,4,1
Spain,28/8/2015,1,0
Senegal,28/8/2015,1,0
Liberia,28/8/2015,6,2
Nigeria,28/8/2015,20,8
Italy,28/8/2015,1,0
Guinea,28/8/2015,3797,2528
United Kingdom,28/8/2015,1,0
Sierra Leone,28/8/2015,13586,3952
Mali,31/8/2015,8,6
Liberia,31/8/2015,6,2
Guinea,31/8/2015,3790,2528
Sierra Leone,31/8/2015,13603,3953
Nigeria,31/8/2015,20,8
Senegal,31/8/2015,1,0
Liberia,31/8/2015,10666,4806
Spain,31/8/2015,1,0
United States of America,31/8/2015,4,1
United Kingdom,31/8/2015,1,0
Italy,31/8/2015,1,0
Spain,1/9/2015,1,0
Guinea,1/9/2015,3792,2529
Liberia,1/9/2015,10666,4806
Sierra Leone,1/9/2015,13609,3953
United States of America,1/9/2015,4,1
Liberia,1/9/2015,6,2
Mali,1/9/2015,8,6
Italy,1/9/2015,1,0
United Kingdom,1/9/2015,1,0
Senegal,1/9/2015,1,0
Nigeria,1/9/2015,20,8
Sierra Leone,2/9/2015,13609,3953
Mali,2/9/2015,8,6
United States of America,2/9/2015,4,1
United Kingdom,2/9/2015,1,0
Guinea,2/9/2015,3792,2529
Liberia,2/9/2015,10666,4806
Spain,2/9/2015,1,0
Senegal,2/9/2015,1,0
Italy,2/9/2015,1,0
Nigeria,2/9/2015,20,8
Liberia,2/9/2015,6,2
Italy,3/9/2015,1,0
Spain,3/9/2015,1,0
Mali,3/9/2015,8,6
United States of America,3/9/2015,4,1
Guinea,3/9/2015,3792,2529
Senegal,3/9/2015,1,0
United Kingdom,3/9/2015,1,0
Liberia,3/9/2015,10666,4806
Nigeria,3/9/2015,20,8
Liberia,3/9/2015,6,2
Sierra Leone,3/9/2015,13638,3953
Spain,4/9/2015,1,0
United States of America,4/9/2015,4,1
Italy,4/9/2015,1,0
Liberia,4/9/2015,10666,4806
Senegal,4/9/2015,1,0
Nigeria,4/9/2015,20,8
Guinea,4/9/2015,3792,2529
Sierra Leone,4/9/2015,13639,3953
Liberia,4/9/2015,6,2
United Kingdom,4/9/2015,1,0
Mali,4/9/2015,8,6
Nigeria,7/9/2015,20,8
Mali,7/9/2015,8,6
Guinea,7/9/2015,3793,2530
Liberia,7/9/2015,6,2
Senegal,7/9/2015,1,0
Italy,7/9/2015,1,0
Spain,7/9/2015,1,0
United States of America,7/9/2015,4,1
United Kingdom,7/9/2015,1,0
Sierra Leone,7/9/2015,13670,3953
Liberia,7/9/2015,10666,4806
Senegal,8/9/2015,1,0
Liberia,8/9/2015,6,2
Nigeria,8/9/2015,20,8
Guinea,8/9/2015,3792,2530
United States of America,8/9/2015,4,1
Sierra Leone,8/9/2015,13683,3953
United Kingdom,8/9/2015,1,0
Mali,8/9/2015,8,6
Italy,8/9/2015,1,0
Liberia,8/9/2015,10666,4806
Spain,8/9/2015,1,0
Sierra Leone,9/9/2015,13683,3953
Italy,9/9/2015,1,0
United Kingdom,9/9/2015,1,0
Senegal,9/9/2015,1,0
Guinea,9/9/2015,3792,2530
Liberia,9/9/2015,10666,4806
United States of America,9/9/2015,4,1
Liberia,9/9/2015,6,2
Mali,9/9/2015,8,6
Spain,9/9/2015,1,0
Nigeria,9/9/2015,20,8
Nigeria,10/9/2015,20,8
Guinea,10/9/2015,3791,2530
Liberia,10/9/2015,6,2
Sierra Leone,10/9/2015,13697,3953
Italy,10/9/2015,1,0
United States of America,10/9/2015,4,1
Liberia,10/9/2015,10666,4806
United Kingdom,10/9/2015,1,0
Spain,10/9/2015,1,0
Mali,10/9/2015,8,6
Senegal,10/9/2015,1,0
Sierra Leone,11/9/2015,13701,3953
Nigeria,11/9/2015,20,8
Mali,11/9/2015,8,6
Liberia,11/9/2015,10666,4806
Italy,11/9/2015,1,0
Guinea,11/9/2015,3791,2530
Liberia,11/9/2015,6,2
United States of America,11/9/2015,4,1
Spain,11/9/2015,1,0
Senegal,11/9/2015,1,0
United Kingdom,11/9/2015,1,0
Spain,14/9/2015,1,0
Liberia,14/9/2015,6,2
Senegal,14/9/2015,1,0
Italy,14/9/2015,1,0
Guinea,14/9/2015,3793,2530
Nigeria,14/9/2015,20,8
Sierra Leone,14/9/2015,13747,3953
United Kingdom,14/9/2015,1,0
United States of America,14/9/2015,4,1
Liberia,14/9/2015,10666,4806
Mali,14/9/2015,8,6
Senegal,15/9/2015,1,0
Italy,15/9/2015,1,0
United States of America,15/9/2015,4,1
Spain,15/9/2015,1,0
Sierra Leone,15/9/2015,13756,3953
United Kingdom,15/9/2015,1,0
Nigeria,15/9/2015,20,8
Liberia,15/9/2015,10666,4806
Guinea,15/9/2015,3792,2530
Mali,15/9/2015,8,6
Liberia,15/9/2015,6,2
Guinea,16/9/2015,3792,2530
Liberia,16/9/2015,10666,4806
Senegal,16/9/2015,1,0
United Kingdom,16/9/2015,1,0
Spain,16/9/2015,1,0
Italy,16/9/2015,1,0
Mali,16/9/2015,8,6
United States of America,16/9/2015,4,1
Liberia,16/9/2015,6,2
Sierra Leone,16/9/2015,13756,3953
Nigeria,16/9/2015,20,8
Sierra Leone,17/9/2015,13779,3955
Liberia,17/9/2015,6,2
Mali,17/9/2015,8,6
Spain,17/9/2015,1,0
Senegal,17/9/2015,1,0
Guinea,17/9/2015,3794,2530
Liberia,17/9/2015,10666,4806
United States of America,17/9/2015,4,1
Nigeria,17/9/2015,20,8
United Kingdom,17/9/2015,1,0
Italy,17/9/2015,1,0
Liberia,18/9/2015,6,2
Senegal,18/9/2015,1,0
Nigeria,18/9/2015,20,8
United Kingdom,18/9/2015,1,0
Liberia,18/9/2015,10666,4806
Spain,18/9/2015,1,0
Mali,18/9/2015,8,6
United States of America,18/9/2015,4,1
Guinea,18/9/2015,3794,2531
Sierra Leone,18/9/2015,13785,3955
Italy,18/9/2015,1,0
Liberia,21/9/2015,10666,4806
Nigeria,21/9/2015,20,8
Mali,21/9/2015,8,6
United Kingdom,21/9/2015,1,0
Guinea,21/9/2015,3797,2532
Senegal,21/9/2015,1,0
United States of America,21/9/2015,4,1
Liberia,21/9/2015,6,2
Italy,21/9/2015,1,0
Sierra Leone,21/9/2015,13811,3955
Spain,21/9/2015,1,0
Nigeria,22/9/2015,20,8
Italy,22/9/2015,1,0
United States of America,22/9/2015,4,1
Liberia,22/9/2015,6,2
Spain,22/9/2015,1,0
Sierra Leone,22/9/2015,13823,3955
Mali,22/9/2015,8,6
United Kingdom,22/9/2015,1,0
Guinea,22/9/2015,3800,2532
Liberia,22/9/2015,10666,4806
Senegal,22/9/2015,1,0
Nigeria,23/9/2015,20,8
Spain,23/9/2015,1,0
United Kingdom,23/9/2015,1,0
Sierra Leone,23/9/2015,13823,3955
Liberia,23/9/2015,6,2
Senegal,23/9/2015,1,0
United States of America,23/9/2015,4,1
Liberia,23/9/2015,10666,4806
Mali,23/9/2015,8,6
Italy,23/9/2015,1,0
Guinea,23/9/2015,3800,2532
United Kingdom,24/9/2015,1,0
Nigeria,24/9/2015,20,8
Guinea,24/9/2015,3801,2533
Sierra Leone,24/9/2015,13846,3955
Liberia,24/9/2015,6,2
Italy,24/9/2015,1,0
Liberia,24/9/2015,10666,4806
Senegal,24/9/2015,1,0
United States of America,24/9/2015,4,1
Spain,24/9/2015,1,0
Mali,24/9/2015,8,6
Guinea,25/9/2015,3797,2533
United States of America,25/9/2015,4,1
Senegal,25/9/2015,1,0
Sierra Leone,25/9/2015,13855,3955
Liberia,25/9/2015,10666,4806
United Kingdom,25/9/2015,1,0
Mali,25/9/2015,8,6
Italy,25/9/2015,1,0
Spain,25/9/2015,1,0
Liberia,25/9/2015,6,2
Nigeria,25/9/2015,20,8
Liberia,28/9/2015,10666,4806
Spain,28/9/2015,1,0
Sierra Leone,28/9/2015,13894,3955
Liberia,28/9/2015,6,2
United States of America,28/9/2015,4,1
Mali,28/9/2015,8,6
Senegal,28/9/2015,1,0
Italy,28/9/2015,1,0
Guinea,28/9/2015,3805,2533
Nigeria,28/9/2015,20,8
United Kingdom,28/9/2015,1,0
Sierra Leone,29/9/2015,13911,3955
Liberia,29/9/2015,6,2
Liberia,29/9/2015,10666,4806
United States of America,29/9/2015,4,1
Spain,29/9/2015,1,0
Nigeria,29/9/2015,20,8
Mali,29/9/2015,8,6
Senegal,29/9/2015,1,0
Italy,29/9/2015,1,0
Guinea,29/9/2015,3805,2533
United Kingdom,29/9/2015,1,0
United States of America,30/9/2015,4,1
Mali,30/9/2015,8,6
Sierra Leone,30/9/2015,13911,3955
Liberia,30/9/2015,10666,4806
Italy,30/9/2015,1,0
Nigeria,30/9/2015,20,8
Senegal,30/9/2015,1,0
Guinea,30/9/2015,3805,2533
Spain,30/9/2015,1,0
United Kingdom,30/9/2015,1,0
Liberia,30/9/2015,6,2
Liberia,1/10/2015,10666,4806
Italy,1/10/2015,1,0
United Kingdom,1/10/2015,1,0
Guinea,1/10/2015,3808,2533
Mali,1/10/2015,8,6
United States of America,1/10/2015,4,1
Spain,1/10/2015,1,0
Liberia,1/10/2015,6,2
Nigeria,1/10/2015,20,8
Sierra Leone,1/10/2015,13928,3955
Senegal,1/10/2015,1,0
Senegal,2/10/2015,1,0
United States of America,2/10/2015,4,1
Nigeria,2/10/2015,20,8
Mali,2/10/2015,8,6
Spain,2/10/2015,1,0
Guinea,2/10/2015,3809,2533
Italy,2/10/2015,1,0
Liberia,2/10/2015,10666,4806
Liberia,2/10/2015,6,2
United Kingdom,2/10/2015,1,0
Sierra Leone,2/10/2015,13931,3955
Guinea,5/10/2015,3804,2534
United States of America,5/10/2015,4,1
United Kingdom,5/10/2015,1,0
Italy,5/10/2015,1,0
Liberia,5/10/2015,10666,4806
Spain,5/10/2015,1,0
Senegal,5/10/2015,1,0
Sierra Leone,5/10/2015,13941,3955
Liberia,5/10/2015,6,2
Nigeria,5/10/2015,20,8
Mali,5/10/2015,8,6
United Kingdom,6/10/2015,1,0
Liberia,6/10/2015,6,2
Senegal,6/10/2015,1,0
Italy,6/10/2015,1,0
Mali,6/10/2015,8,6
Spain,6/10/2015,1,0
Sierra Leone,6/10/2015,13945,3955
United States of America,6/10/2015,4,1
Guinea,6/10/2015,3804,2534
Nigeria,6/10/2015,20,8
Liberia,6/10/2015,10666,4806
Guinea,7/10/2015,3804,2534
Mali,7/10/2015,8,6
Sierra Leone,7/10/2015,13945,3955
Nigeria,7/10/2015,20,8
Liberia,7/10/2015,6,2
Italy,7/10/2015,1,0
United States of America,7/10/2015,4,1
Liberia,7/10/2015,10666,4806
United Kingdom,7/10/2015,1,0
Spain,7/10/2015,1,0
Senegal,7/10/2015,1,0
Italy,8/10/2015,1,0
Liberia,8/10/2015,6,2
Guinea,8/10/2015,3799,2534
Liberia,8/10/2015,10666,4806
United Kingdom,8/10/2015,1,0
Senegal,8/10/2015,1,0
Nigeria,8/10/2015,20,8
Mali,8/10/2015,8,6
United States of America,8/10/2015,4,1
Sierra Leone,8/10/2015,13956,3955
Spain,8/10/2015,1,0
Spain,9/10/2015,1,0
Nigeria,9/10/2015,20,8
Sierra Leone,9/10/2015,13957,3955
United Kingdom,9/10/2015,1,0
Liberia,9/10/2015,6,2
Liberia,9/10/2015,10666,4806
Senegal,9/10/2015,1,0
United States of America,9/10/2015,4,1
Italy,9/10/2015,1,0
Guinea,9/10/2015,3800,2534
Mali,9/10/2015,8,6
United Kingdom,13/10/2015,1,0
Liberia,13/10/2015,10666,4806
Italy,13/10/2015,1,0
Sierra Leone,13/10/2015,13982,3955
Liberia,13/10/2015,6,2
Nigeria,13/10/2015,20,8
Spain,13/10/2015,1,0
Guinea,13/10/2015,3800,2534
Senegal,13/10/2015,1,0
United States of America,13/10/2015,4,1
Mali,13/10/2015,8,6
United Kingdom,15/10/2015,1,0
Liberia,15/10/2015,10666,4806
Senegal,15/10/2015,1,0
Guinea,15/10/2015,3802,2534
Mali,15/10/2015,8,6
Spain,15/10/2015,1,0
Nigeria,15/10/2015,20,8
Sierra Leone,15/10/2015,13992,3955
Italy,15/10/2015,1,0
Liberia,15/10/2015,6,2
United States of America,15/10/2015,4,1
United States of America,16/10/2015,4,1
Liberia,16/10/2015,10666,4806
Senegal,16/10/2015,1,0
Italy,16/10/2015,1,0
Liberia,16/10/2015,6,2
Mali,16/10/2015,8,6
Sierra Leone,16/10/2015,13992,3955
Guinea,16/10/2015,3804,2535
Nigeria,16/10/2015,20,8
Spain,16/10/2015,1,0
United Kingdom,16/10/2015,1,0
Italy,20/10/2015,1,0
Nigeria,20/10/2015,20,8
Senegal,20/10/2015,1,0
United States of America,20/10/2015,4,1
Guinea,20/10/2015,3803,2535
Sierra Leone,20/10/2015,14001,3955
United Kingdom,20/10/2015,1,0
Spain,20/10/2015,1,0
Liberia,20/10/2015,6,2
Liberia,20/10/2015,10666,4806
Mali,20/10/2015,8,6
Liberia,22/10/2015,6,2
Spain,22/10/2015,1,0
Italy,22/10/2015,1,0
Nigeria,22/10/2015,20,8
Liberia,22/10/2015,10666,4806
Sierra Leone,22/10/2015,14031,3955
United Kingdom,22/10/2015,1,0
Senegal,22/10/2015,1,0
Guinea,22/10/2015,3801,2535
Mali,22/10/2015,8,6
United States of America,22/10/2015,4,1
Mali,23/10/2015,8,6
Nigeria,23/10/2015,20,8
Senegal,23/10/2015,1,0
United Kingdom,23/10/2015,1,0
Guinea,23/10/2015,3801,2535
Spain,23/10/2015,1,0
Liberia,23/10/2015,10666,4806
United States of America,23/10/2015,4,1
Liberia,23/10/2015,6,2
Sierra Leone,23/10/2015,14038,3955
Italy,23/10/2015,1,0
Sierra Leone,26/10/2015,14052,3955
Guinea,26/10/2015,3804,2535
Italy,26/10/2015,1,0
United Kingdom,26/10/2015,1,0
United States of America,26/10/2015,4,1
Senegal,26/10/2015,1,0
Spain,26/10/2015,1,0
Liberia,26/10/2015,10666,4806
Nigeria,26/10/2015,20,8
Mali,26/10/2015,8,6
Liberia,26/10/2015,6,2
Liberia,27/10/2015,6,2
Mali,27/10/2015,8,6
Guinea,27/10/2015,3806,2535
United Kingdom,27/10/2015,1,0
Sierra Leone,27/10/2015,14061,3955
Spain,27/10/2015,1,0
Senegal,27/10/2015,1,0
Italy,27/10/2015,1,0
Nigeria,27/10/2015,20,8
United States of America,27/10/2015,4,1
Liberia,27/10/2015,10666,4806
Sierra Leone,29/10/2015,14066,3955
Nigeria,29/10/2015,20,8
Guinea,29/10/2015,3808,2536
Liberia,29/10/2015,6,2
Italy,29/10/2015,1,0
United Kingdom,29/10/2015,1,0
United States of America,29/10/2015,4,1
Mali,29/10/2015,8,6
Senegal,29/10/2015,1,0
Spain,29/10/2015,1,0
Liberia,29/10/2015,10666,4806
Senegal,30/10/2015,1,0
United Kingdom,30/10/2015,1,0
Nigeria,30/10/2015,20,8
Italy,30/10/2015,1,0
Spain,30/10/2015,1,0
Sierra Leone,30/10/2015,14067,3955
Liberia,30/10/2015,10666,4806
Liberia,30/10/2015,6,2
United States of America,30/10/2015,4,1
Mali,30/10/2015,8,6
Guinea,30/10/2015,3808,2536
Nigeria,3/11/2015,20,8
Sierra Leone,3/11/2015,14089,3955
Liberia,3/11/2015,6,2
United States of America,3/11/2015,4,1
Mali,3/11/2015,8,6
Guinea,3/11/2015,3810,2536
United Kingdom,3/11/2015,1,0
Liberia,3/11/2015,10666,4806
Spain,3/11/2015,1,0
Senegal,3/11/2015,1,0
Italy,3/11/2015,1,0
Nigeria,5/11/2015,20,8
United Kingdom,5/11/2015,1,0
Mali,5/11/2015,8,6
Senegal,5/11/2015,1,0
Liberia,5/11/2015,6,2
Sierra Leone,5/11/2015,14104,3955
Italy,5/11/2015,1,0
Spain,5/11/2015,1,0
Liberia,5/11/2015,10666,4806
United States of America,5/11/2015,4,1
Guinea,5/11/2015,3805,2536
Italy,6/11/2015,1,0
United Kingdom,6/11/2015,1,0
Liberia,6/11/2015,10666,4806
Sierra Leone,6/11/2015,14109,3955
United States of America,6/11/2015,4,1
Liberia,6/11/2015,6,2
Senegal,6/11/2015,1,0
Guinea,6/11/2015,3805,2536
Mali,6/11/2015,8,6
Spain,6/11/2015,1,0
Nigeria,6/11/2015,20,8
United States of America,10/11/2015,4,1
Nigeria,10/11/2015,20,8
Guinea,10/11/2015,3805,2536
Italy,10/11/2015,1,0
Spain,10/11/2015,1,0
Liberia,10/11/2015,10666,4806
Senegal,10/11/2015,1,0
United Kingdom,10/11/2015,1,0
Mali,10/11/2015,8,6
Sierra Leone,10/11/2015,14122,3955
Liberia,10/11/2015,6,2
Italy,11/11/2015,1,0
Guinea,11/11/2015,3805,2536
United Kingdom,11/11/2015,1,0
Liberia,11/11/2015,10666,4806
Sierra Leone,11/11/2015,14122,3955
Mali,11/11/2015,8,6
United States of America,11/11/2015,4,1
Spain,11/11/2015,1,0
Liberia,11/11/2015,6,2
Nigeria,11/11/2015,20,8
Senegal,11/11/2015,1,0
United States of America,12/11/2015,4,1
Liberia,12/11/2015,10666,4806
Senegal,12/11/2015,1,0
Sierra Leone,12/11/2015,14122,3955
Spain,12/11/2015,1,0
Mali,12/11/2015,8,6
Liberia,12/11/2015,6,2
Nigeria,12/11/2015,20,8
Italy,12/11/2015,1,0
United Kingdom,12/11/2015,1,0
Guinea,12/11/2015,3805,2536
Mali,16/11/2015,8,6
United States of America,16/11/2015,4,1
Liberia,16/11/2015,6,2
Sierra Leone,16/11/2015,14122,3955
Senegal,16/11/2015,1,0
Liberia,16/11/2015,10666,4806
Nigeria,16/11/2015,20,8
Guinea,16/11/2015,3805,2536
Spain,16/11/2015,1,0
Italy,16/11/2015,1,0
United Kingdom,16/11/2015,1,0
United Kingdom,17/11/2015,1,0
United States of America,17/11/2015,4,1
Italy,17/11/2015,1,0
Liberia,17/11/2015,6,2
Guinea,17/11/2015,3804,2536
Sierra Leone,17/11/2015,14122,3955
Senegal,17/11/2015,1,0
Liberia,17/11/2015,10666,4806
Nigeria,17/11/2015,20,8
Mali,17/11/2015,8,6
Spain,17/11/2015,1,0
Liberia,20/11/2015,10666,4806
Senegal,20/11/2015,1,0
Guinea,20/11/2015,3804,2536
Liberia,20/11/2015,6,2
Sierra Leone,20/11/2015,14122,3955
Spain,20/11/2015,1,0
United States of America,20/11/2015,4,1
Mali,20/11/2015,8,6
United Kingdom,20/11/2015,1,0
Nigeria,20/11/2015,20,8
Italy,20/11/2015,1,0
United States of America,24/11/2015,4,1
Mali,24/11/2015,8,6
Liberia,24/11/2015,6,2
Nigeria,24/11/2015,20,8
Senegal,24/11/2015,1,0
Sierra Leone,24/11/2015,14122,3955
United Kingdom,24/11/2015,1,0
Guinea,24/11/2015,3804,2536
Italy,24/11/2015,1,0
Spain,24/11/2015,1,0
Liberia,24/11/2015,10666,4806
United States of America,26/11/2015,4,1
Italy,26/11/2015,1,0
Guinea,26/11/2015,3804,2536
United Kingdom,26/11/2015,1,0
Liberia,26/11/2015,9,2
Spain,26/11/2015,1,0
Liberia,26/11/2015,10666,4806
Senegal,26/11/2015,1,0
Nigeria,26/11/2015,20,8
Mali,26/11/2015,8,6
Sierra Leone,26/11/2015,14122,3955
Nigeria,1/12/2015,20,8
Italy,1/12/2015,1,0
Guinea,1/12/2015,3804,2536
Liberia,1/12/2015,9,2
Spain,1/12/2015,1,0
United States of America,1/12/2015,4,1
Liberia,1/12/2015,10666,4806
Sierra Leone,1/12/2015,14122,3955
Senegal,1/12/2015,1,0
Mali,1/12/2015,8,6
United Kingdom,1/12/2015,1,0
Guinea,2/12/2015,3804,2536
United Kingdom,2/12/2015,1,0
United States of America,2/12/2015,4,1
Liberia,2/12/2015,10666,4806
Spain,2/12/2015,1,0
Liberia,2/12/2015,9,3
Sierra Leone,2/12/2015,14122,3955
Senegal,2/12/2015,1,0
Mali,2/12/2015,8,6
Nigeria,2/12/2015,20,8
Italy,2/12/2015,1,0
Guinea,3/12/2015,3805,2536
Liberia,3/12/2015,10666,4806
Italy,3/12/2015,1,0
Liberia,3/12/2015,9,3
Mali,3/12/2015,8,6
United States of America,3/12/2015,4,1
United Kingdom,3/12/2015,1,0
Spain,3/12/2015,1,0
Nigeria,3/12/2015,20,8
Sierra Leone,3/12/2015,14122,3955
Senegal,3/12/2015,1,0
Guinea,9/12/2015,3804,2536
United Kingdom,9/12/2015,1,0
Spain,9/12/2015,1,0
Italy,9/12/2015,1,0
Liberia,9/12/2015,10666,4806
Senegal,9/12/2015,1,0
United States of America,9/12/2015,4,1
Liberia,9/12/2015,9,3
Mali,9/12/2015,8,6
Sierra Leone,9/12/2015,14122,3955
Nigeria,9/12/2015,20,8
Italy,10/12/2015,1,0
Spain,10/12/2015,1,0
Nigeria,10/12/2015,20,8
Liberia,10/12/2015,9,3
Guinea,10/12/2015,3804,2536
United Kingdom,10/12/2015,1,0
United States of America,10/12/2015,4,1
Mali,10/12/2015,8,6
Liberia,10/12/2015,10666,4806
Senegal,10/12/2015,1,0
Sierra Leone,10/12/2015,14122,3955
Spain,11/12/2015,1,0
United States of America,11/12/2015,4,1
Nigeria,11/12/2015,20,8
Senegal,11/12/2015,1,0
Guinea,11/12/2015,3804,2536
Mali,11/12/2015,8,6
United Kingdom,11/12/2015,1,0
Liberia,11/12/2015,9,3
Italy,11/12/2015,1,0
Sierra Leone,11/12/2015,14122,3955
Liberia,11/12/2015,10666,4806
Sierra Leone,15/12/2015,14122,3955
United States of America,15/12/2015,4,1
Mali,15/12/2015,8,6
Spain,15/12/2015,1,0
Italy,15/12/2015,1,0
Guinea,15/12/2015,3807,2536
Senegal,15/12/2015,1,0
Nigeria,15/12/2015,20,8
Liberia,15/12/2015,9,3
United Kingdom,15/12/2015,1,0
Liberia,15/12/2015,10666,4806
Spain,16/12/2015,1,0
Mali,16/12/2015,8,6
Guinea,16/12/2015,3807,2536
United Kingdom,16/12/2015,1,0
Italy,16/12/2015,1,0
United States of America,16/12/2015,4,1
Nigeria,16/12/2015,20,8
Senegal,16/12/2015,1,0
Liberia,16/12/2015,10666,4806
Sierra Leone,16/12/2015,14122,3955
Liberia,16/12/2015,9,3
Liberia,17/12/2015,9,3
Nigeria,17/12/2015,20,8
Spain,17/12/2015,1,0
Liberia,17/12/2015,10666,4806
Mali,17/12/2015,8,6
United Kingdom,17/12/2015,1,0
Sierra Leone,17/12/2015,14122,3955
Guinea,17/12/2015,3805,2536
Italy,17/12/2015,1,0
Senegal,17/12/2015,1,0
United States of America,17/12/2015,4,1
Nigeria,22/12/2015,20,8
Guinea,22/12/2015,3804,2536
Senegal,22/12/2015,1,0
Liberia,22/12/2015,9,3
Spain,22/12/2015,1,0
Mali,22/12/2015,8,6
Sierra Leone,22/12/2015,14122,3955
United Kingdom,22/12/2015,1,0
Italy,22/12/2015,1,0
United States of America,22/12/2015,4,1
Liberia,22/12/2015,10666,4806
United Kingdom,23/12/2015,1,0
Italy,23/12/2015,1,0
Guinea,23/12/2015,3804,2536
Senegal,23/12/2015,1,0
Liberia,23/12/2015,10666,4806
Spain,23/12/2015,1,0
Mali,23/12/2015,8,6
Sierra Leone,23/12/2015,14122,3955
Liberia,23/12/2015,9,3
Nigeria,23/12/2015,20,8
United States of America,23/12/2015,4,1
United Kingdom,29/12/2015,1,0
Italy,29/12/2015,1,0
Spain,29/12/2015,1,0
Liberia,29/12/2015,10666,4806
Liberia,29/12/2015,9,3
Sierra Leone,29/12/2015,14122,3955
Mali,29/12/2015,8,6
Guinea,29/12/2015,3804,2536
